CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,parcelId,lat,lng
07120757W6,2014,757 FLORENCE AVE,2014-10-07,Nuisance,Nuisance - Open,2014-10-08,False,16991425,-84.5064239375338,38.0667815268059
07120743W5,2014,743 FLORENCE AVE,2014-10-07,Nuisance,Nuisance - Open,2014-10-08,False,16991425,-84.5064239375338,38.0667815268059
07120751W14,2014,751 FLORENCE AVE,2014-10-07,Nuisance,Nuisance - Open,2014-10-08,False,16991425,-84.5064239375338,38.0667815268059
07120725W5,2014,725 FLORENCE AVE,2014-10-07,Nuisance,Nuisance - Open,2014-10-08,False,16991425,-84.5064239375338,38.0667815268059
07120724W6,2014,724 FLORENCE AVE,2014-10-07,Nuisance,Nuisance - Open,2014-10-08,False,16991425,-84.5064239375338,38.0667815268059
09150123W12,2014,123 HENTON RD,2014-10-07,Nuisance,Nuisance - Open,2014-10-08,False,10259750,-84.478627293767,38.061800592081
28763772W2,2014,3772 WHITE PINE DR,2014-10-07,Nuisance,Nuisance - Open,2014-10-08,False,19301570,-84.5472956515017,37.9784920903051
12300831W,2014,831 MALABU DR,2014-10-07,Nuisance,Nuisance - Open,2014-10-08,False,20034060,-84.4964007302241,37.9575922847659
16370531W2,2014,531 ROSEMONT GARDEN,2014-10-07,Nuisance,Nuisance - Open,2014-10-08,False,10056700,-84.524646036735,38.0213984421583
20050963W4,2014,963 WAVERLY DR,2014-09-30,Nuisance,Nuisance - Open,2014-10-08,False,14490800,-84.5124706633801,38.0725014252633
08930301W4,2014,301 HARVARD DR,2014-09-30,Nuisance,Closed Nuisance,2014-10-24,True,27235900,-84.5194140425765,37.9816709740782
00681269W3,2014,1269 ASCOT PARK,2014-09-30,Nuisance,Nuisance - Open,2014-10-08,False,12806600,-84.4791177779704,37.9759258682145
07861708W5,2014,1708 GERALD DR,2014-10-08,Nuisance,Nuisance - Open,2014-10-08,False,10023770,-84.4735802798405,38.0869033407427
07861753W6,2014,1753 GERALD DR,2014-10-08,Nuisance,Closed Nuisance,2014-11-07,True,10023770,-84.4735802798405,38.0869033407427
23470000SIGNS266,2014,0 MAN O WAR BLVD,2014-10-07,Nuisance,Invalid Nuisance,2014-10-08,True,20124410,-84.5853689087027,38.0331072367681
05000429W,2014,429 CULPEPPER RD,2014-10-08,Nuisance,Invalid Nuisance,2014-10-08,True,16474500,-84.4777788276647,38.0231789591224
14200530W18,2014,530 OHIO ST,2014-10-07,Nuisance,Invalid Nuisance,2014-10-08,True,10896400,-84.4831555236336,38.049047640829
08530338W,2014,338 GROSVENOR AVE,2014-10-03,Nuisance,Invalid Nuisance,2014-10-08,True,16095000,-84.4852568893642,38.0453014298777
19601175W2,2014,1175 VERSAILLES RD,2014-10-07,Nuisance,Invalid Nuisance,2014-10-08,True,12693950,-84.5078911540919,38.0778965693883
11453510W2,2014,3510 LEESTOWN RD,2014-09-30,Nuisance,Invalid Nuisance,2014-10-08,True,10035900,-84.4903624208359,37.9839604976552
08862033W17,2014,2033 HARRODSBURG RD,2014-05-28,Nuisance,Closed Nuisance,2014-10-08,True,38036460,-84.4052070075606,38.0189731396294
08862195W12,2014,2195 HARRODSBURG RD,2014-05-28,Nuisance,Closed Nuisance,2014-10-08,True,19993160,-84.538224576749,38.0261412939728
03950324W6,2014,324 CHINOE RD,2014-06-12,Nuisance,Closed Nuisance,2014-10-08,True,15197300,-84.4787330848783,38.0242891475893
18253720W7,2014,3720 SUNDART DR,2014-08-25,Nuisance,Closed Nuisance,2014-10-08,True,10003523,-84.4704453580441,37.9743305851377
09290000SIGNS24,2014,0 E HIGH ST,2014-10-08,Nuisance,Sign Closed-No Notice Required,2014-10-08,True,10617700,-84.4940794708343,38.0411170579376
41132768W4,2014,2768 RED CLOVER LN,2014-09-15,Nuisance,Closed Nuisance,2014-10-08,True,38029710,-84.428815866094,38.0169583306263
36542744W3,2014,2744 HAYDEN PARK LN,2014-09-12,Nuisance,Closed Nuisance,2014-10-08,True,38031280,-84.5516881100702,38.0821144588261
11453158W8,2014,3158 LEESTOWN RD,2014-09-10,Nuisance,Closed Nuisance,2014-10-08,True,25631800,-84.5775140129612,38.1068334796527
11453178W4,2014,3178 LEESTOWN RD,2014-09-10,Nuisance,Closed Nuisance,2014-10-08,True,25631800,-84.5775140129612,38.1068334796527
06393212W,2014,3212 ELK LAKE CT,2014-09-04,Nuisance,Closed Nuisance,2014-10-08,True,10276649,-84.4630372567559,37.977147977211
16662832W,2014,2832 SANDERSVILLE RD,2014-09-08,Nuisance,Closed Nuisance,2014-10-08,True,38071350,-84.506296064621,38.0872879558438
38892868W2,2014,2868 MAJESTIC VIEW WALK,2014-09-08,Nuisance,Closed Nuisance,2014-10-08,True,19343550,-84.5501979936468,38.0909699822923
41132744W2,2014,2744 RED CLOVER LN,2014-09-08,Nuisance,Closed Nuisance,2014-10-08,True,38031280,-84.5516881100702,38.0821144588261
31353232W5,2014,3232 BRACKTOWN RD,2014-09-08,Nuisance,Closed Nuisance,2014-10-08,True,38038200,-84.4034903003555,38.0145265328877
34660132W3,2014,132 GREENWAY LN,2014-09-08,Nuisance,Closed Nuisance,2014-10-08,True,38005230,-84.5501700339763,38.0901097071127
09300831W18,2014,831 W HIGH ST,2014-09-24,Nuisance,Closed Nuisance,2014-10-08,True,13608400,-84.5071231094879,38.0504672590189
41773881W2,2014,3881 BRANHAM PARK,2014-09-18,Nuisance,Closed Nuisance,2014-10-08,True,19318750,-84.4021462806831,37.998763701204
06142568W,2014,2568 EASTPOINT DR,2014-09-19,Nuisance,Closed Nuisance,2014-10-08,True,38114820,-84.5264480714326,38.006614807498
09300701W6,2014,701 W HIGH ST,2014-09-18,Nuisance,Closed Nuisance,2014-10-08,True,13608400,-84.5071231094879,38.0504672590189
32210271W4,2014,271 NEWTOWN PIKE,2014-09-18,Nuisance,Closed Nuisance,2014-10-08,True,22873200,-84.4882033843772,38.1423356227476
32210275W10,2014,275 NEWTOWN PIKE,2014-09-18,Nuisance,Closed Nuisance,2014-10-08,True,22873200,-84.4882033843772,38.1423356227476
11440227-229W2,2014,227-229 LEE ST,2014-09-18,Nuisance,Closed Nuisance,2014-10-08,True,04037370,-84.4947071281418,38.0496618472611
16840655W2,2014,655 W SECOND ST,2014-09-18,Nuisance,Closed Nuisance,2014-10-08,True,38104000,-84.4953569740799,38.0493514337941
11253256W3,2014,3256 LANSDOWNE DR,2014-09-18,Nuisance,Closed Nuisance,2014-10-08,True,52174650,-84.5116604854913,37.9937356010442
06540430W7,2014,430 EMERSON DR,2014-05-27,Nuisance,Nuisance Closed w/Civil Penalty,2014-10-08,True,15302700,-84.4655642296098,38.0583505743955
09230306W5,2014,306 HICKORY ST,2014-09-10,Nuisance,Nuisance Closed w/Civil Penalty,2014-10-08,True,13344200,-84.5163832195446,38.0532479733783
40053093W2,2014,3093 PRICHARD DR,2014-09-15,Nuisance,Nuisance Closed w/Civil Penalty,2014-10-08,True,38108830,-84.5352444867166,38.1064467339553
35540441W3,2014,441 LEMON DROP LN,2014-09-23,Nuisance,Nuisance Closed w/Civil Penalty,2014-10-08,True,40749400,-84.4668570875983,38.0342938427274
01781293W5,2014,1293 BEULAH PARK,2014-08-25,Nuisance,Nuisance Closed w/Civil Penalty,2014-10-08,True,10478640,-84.4717706790171,37.9761645753872
08150134W32,2014,134 GOODRICH AVE,2014-09-08,Nuisance,Nuisance w/Civil Penalty,2014-10-08,False,26680400,-84.5195556359359,38.0143093708779
40053093W3,2014,3093 PRICHARD DR,2014-10-08,Nuisance,Nuisance w/Civil Penalty,2014-10-08,False,38108830,-84.5352444867166,38.1064467339553
35540441W4,2014,441 LEMON DROP LN,2014-10-08,Nuisance,Nuisance w/Civil Penalty,2014-10-08,False,40749400,-84.4668570875983,38.0342938427274
35200200W12,2014,200 MOUSAS WAY,2014-10-08,Nuisance,Nuisance w/Civil Penalty,2014-10-08,False,38018410,-84.4495982283547,38.0105782370891
03100815W10,2014,815 CAMPBELL LN,2014-10-08,Nuisance,Nuisance w/Civil Penalty,2014-10-27,False,20097330,-84.4042503205126,37.9960991095293
40072528W13,2014,2528 SUN SEEKER CT,2014-10-07,Nuisance,Nuisance w/Civil Penalty,2014-11-06,False,38114840,-84.5264141441336,38.0064012792208
07770681,2014,681 GAY PL,2014-07-09,Housing,Housing w/Civil Penalty,2015-01-13,False,15143400,-84.4617784809158,38.0531047091032
07360149-3,2013,149 E FOURTH ST,2013-12-06,Housing,Housing w/Civil Penalty,2015-01-13,False,13333100,-84.4845277163552,38.045862291072
11100709-2,2014,709 LAKEVIEW DR,2014-02-10,Housing,Housing w/Civil Penalty,2015-01-06,False,46595350,-84.4586337844872,38.0301075364866
19014751,2014,4751 TODDS RD,2014-05-23,Housing,Housing w/Civil Penalty,2015-01-06,False,22389400,-84.5936811327374,37.9963885424939
20542112-2,2014,2112 WILL FANT DR #3,2014-03-13,Housing,Appealed-Housing,2015-01-28,False,13719600,-84.4566709726999,38.0241692889166
09090222-2,2014,222 HEDGEWOOD CT,2014-04-09,Housing,Housing w/Civil Penalty,2015-01-09,False,15800600,-84.449664788393,38.0138853684933
20542112EXT-2,2014,2112 WILL FANT DR EXTERIOR,2014-04-14,Housing,Appealed-Housing,2015-01-28,False,13719600,-84.4566709726999,38.0241692889166
20542112#1-3,2014,2112 WILL FANT DR #1,2014-04-14,Housing,Appealed-Housing,2015-01-28,False,13719600,-84.4566709726999,38.0241692889166
20542112#5CONDEM,2014,2112 WILL FANT DR #5,2014-04-14,Housing,Appealed-Housing,2015-01-28,False,13719600,-84.4566709726999,38.0241692889166
16593716-3,2013,3716 SALISBURY DR,2013-05-02,Housing,Housing w/Civil Penalty,2015-01-27,False,10003650,-84.4677759251401,37.9762974780945
05580206,2011,206 DEVONIA AVE,2011-02-10,Housing,Housing w/Civil Penalty,2015-02-12,False,16308500,-84.4674226787158,38.0433685023398
01290146,2011,146 BASSETT AVE,2011-03-25,Housing,Housing w/Civil Penalty,2014-12-26,False,46475300,-84.4762537384566,38.0306046164803
20104017W4,2014,4017 WEBER WAY,2014-08-06,Nuisance,Closed/Abated by City,2014-10-08,True,20102730,-84.5612559110346,37.9747620186905
02960662,2008,662 CADEN LN,2008-04-10,Housing,Housing w/Civil Penalty,2015-01-09,False,04037490,-84.4272260672517,38.0093455065046
15850421#74-2,2011,421 REDDING RD #74,2011-06-29,Housing,Housing Closed w/Civil Penalty,2015-01-27,True,20002900,-84.4968515531864,37.9854422921686
15850388-2,2012,388 REDDING RD,2012-05-16,Housing,Housing w/Civil Penalty,2015-01-06,False,16392600,-84.5058645005622,38.0675938502377
44501925W3,2014,1925 FALLING LEAVES LN,2014-10-07,Nuisance,Nuisance w/Civil Penalty,2014-10-07,False,38071780,-84.5069115725019,38.0862277513019
00340286W26,2014,286 AMERICAN AVE,2014-10-06,Nuisance,Nuisance w/Civil Penalty,2014-10-21,False,16379100,-84.4901881863478,38.032443053093
13800317W17,2014,317 NELSON AVE,2014-10-08,Nuisance,Closed/Abated by City,2014-11-11,True,44716700,-84.4709501681695,38.0337249957433
03110457W11,2014,457 CAMPBELL ST,2014-10-08,Nuisance,Nuisance Closed w/Civil Penalty,2014-10-24,True,15507800,-84.5149048576746,38.052070312622
11660610W13,2014,610 N LIMESTONE,2014-10-08,Nuisance,Nuisance w/Civil Penalty,2014-10-07,False,46316500,-84.4730531596377,38.0636360190822
20500520W14,2014,520 WILDERNESS RD,2014-08-27,Nuisance,Nuisance Closed w/Civil Penalty,2014-10-07,True,24498200,-84.4509762310831,38.0272191306484
44501925W2,2014,1925 FALLING LEAVES LN,2014-09-22,Nuisance,Nuisance Closed w/Civil Penalty,2014-10-07,True,38071780,-84.5069115725019,38.0862277513019
02661401W9,2014,1401 BRYAN AVE,2014-09-10,Nuisance,Nuisance Closed w/Civil Penalty,2014-10-07,True,20521500,-84.4690512770866,38.0585429730417
11910305W9,2014,305 LOCUST AVE,2014-09-10,Nuisance,Nuisance Closed w/Civil Penalty,2014-10-07,True,10056210,-84.4752715630254,38.0356561308201
10100336W4,2014,336 JEFFERSON ST,2014-10-03,Nuisance,Nuisance Resolved w/o Notice/Order,2014-10-07,True,15963600,-84.4863757315028,38.045595000817
10980328W5,2014,328 LAFAYETTE AVE,2014-09-17,Nuisance,Closed Nuisance,2014-10-07,True,40432300,-84.52282546602,38.0732173997387
00710314W,2014,314 S ASHLAND AVE,2014-09-18,Nuisance,Closed Nuisance,2014-10-07,True,13527800,-84.4850657511139,38.03419130539
13971857W,2014,1857 NICHOLASVILLE RD,2014-09-18,Nuisance,Closed Nuisance,2014-10-07,True,10044020,-84.5215060271552,38.0022676784087
11313544W,2014,3544 LAREDO DR,2014-09-17,Nuisance,Closed Nuisance,2014-10-07,True,20483200,-84.5165790649749,37.9854715520557
11910473W5,2014,473 LOCUST AVE,2014-09-09,Nuisance,Closed Nuisance,2014-10-07,True,12716300,-84.4708712522975,38.0571799509983
31871128W,2014,1128 PARLIAMENT WAY,2014-09-12,Nuisance,Closed Nuisance,2014-10-07,True,20116520,-84.412588992835,38.0066609000938
03110448W5,2014,448 CAMPBELL ST,2014-08-15,Nuisance,Closed Nuisance,2014-10-07,True,17205700,-84.4939587766795,38.0564545575512
12080213W8,2014,213 E LOWRY LN,2014-09-03,Nuisance,Closed Nuisance,2014-10-07,True,25090750,-84.5118403523656,38.0033980092675
04170000SIGNS104,2014,0 CLAYS MILL RD,2014-10-07,Nuisance,Invalid Nuisance,2014-10-07,True,20892200,-84.5339361785098,38.0200541907262
19601150W4,2014,1150 VERSAILLES RD,2014-10-06,Nuisance,Invalid Nuisance,2014-10-07,True,12833575,-84.5197108109786,38.0531848609318
28763776W,2014,3776 WHITE PINE DR,2014-10-06,Nuisance,Invalid Nuisance,2014-10-07,True,19301590,-84.5472461834162,37.9783748467689
18591200SIGNS,2014,1200 TATES CREEK RD,2014-10-06,Nuisance,Invalid Nuisance,2014-10-07,True,16903700,-84.4917476848884,38.0243065784555
41690000W2,2014,0 WINDSTAR WAY,2014-10-01,Nuisance,Invalid Nuisance,2014-10-07,True,38021100,-84.5070953406064,38.0873316410243
09870156-158W4,2014,156-158 INDIANA AVE,2014-10-07,Nuisance,Invalid Nuisance,2014-10-07,True,17232300,-84.4771481221016,38.0573479805452
21630818W13,2014,818 SHELBY AVE,2014-10-07,Nuisance,Invalid Nuisance,2014-10-07,True,15420300,-84.4689629460909,38.0429537414741
11660620W6,2014,620 N LIMESTONE,2014-10-08,Nuisance,Closed Nuisance,2014-10-24,True,14752275,-84.4854695864075,38.0540973194982
30400468W2,2014,468 SILVER MAPLE WAY,2014-10-08,Nuisance,Nuisance - Open,2014-10-07,False,14796100,-84.485833032654,38.0496982554282
07020232W,2014,232 E FIFTH ST,2014-10-08,Nuisance,Closed Nuisance,2014-10-24,True,12499800,-84.4902972328737,38.0471397183452
00503230W4,2014,3230 AQUEDUCT DR,2014-09-30,Nuisance,Nuisance - Open,2014-10-07,False,10017460,-84.4668409349259,37.9922400272174
12150386W2,2014,386 LYNNWOOD CT,2014-10-07,Nuisance,Nuisance - Open,2014-10-07,False,10545250,-84.5100653645831,37.981585248971
14300421-423W4,2014,421-423 OLDHAM AVE,2014-10-06,Nuisance,Nuisance - Open,2014-10-07,False,15612500,-84.4925610115374,38.0341158219463
10523313W17,2014,3313 KENESAW DR,2014-10-07,Nuisance,Nuisance - Open,2014-10-07,False,15085523,-84.4493285204742,37.9943187926209
02500568#27-5,2014,568 N BROADWAY #27,2014-10-03,Housing,Resolved Complaint,2014-10-07,True,17062800,-84.4852752131051,38.0587522080429
07020248W6,2014,248 E FIFTH ST,2014-09-03,Nuisance,Closed Nuisance,2014-12-02,True,13325700,-84.4840917254978,38.0481645773584
19362996,2014,2996 TUSCALOOSA LN,2014-09-02,Housing,Housing w/Civil Penalty,2015-01-06,False,17195307,-84.4525529266802,37.9924565966907
24694648-2,2014,4648 OAK CREEK DR,2014-08-26,Housing,Closed Out,2014-11-13,True,19305360,-84.4902718768858,37.9561034394021
04600133,2014,133 CONSTITUTION ST,2014-10-07,Housing,Notice/Order Issued,2014-10-07,False,10034210,-84.4935238782975,38.0482520486596
08880511,2014,511 HARRY ST AKA 511 513 HARRRY ST,2014-10-03,Housing,Notice/Order Issued,2014-10-07,False,14865100,-84.4886269510597,38.0531729210802
25904320-3,2014,4320 COBBLESTONE KNOLL DR,2014-10-06,Housing,Closed Out,2014-11-20,True,20147000,-84.3196600060931,38.0527397846908
05672208-2224EMER,2014,2208-2224 DINSMORE DR (BOARD UP),2014-10-06,Housing,Closed Out,2014-10-15,True,10003850,-84.5550540085839,38.0273221322994
05672208-2224-3,2014,2208-2224 DINSMORE DR,2014-10-06,Housing,Reinspection,2015-01-23,False,10003850,-84.5550540085839,38.0273221322994
00980421-423,2014,421-423 AYLESFORD PL,2014-10-06,Housing,Reinspection,2014-12-19,False,11984000,-84.4971348909092,38.037451488783
21723449,2014,3449 FEATHERIDGE DR,2014-10-07,Housing,Housing w/Civil Penalty,2015-01-29,False,20035070,-84.4633736450987,37.9694128487422
08603708#2,2014,3708 HACKER CT #2,2014-09-26,Housing,Closed Out,2015-01-07,True,19973210,-84.4142600523379,37.9932164452669
00980419-2,2014,419 AYLESFORD PL,2014-09-30,Housing,Reinspection,2014-12-19,False,11984000,-84.4971348909092,38.037451488783
17190716-2,2014,716 SHROPSHIRE AVE,2014-09-30,Housing,Reinspection,2014-11-25,False,16357075,-84.4777265882375,38.0492514934821
00160140-1,2014,140 ALABAMA AVE,2014-09-30,Housing,Appealed-Housing,2015-01-06,False,10012200,-84.4778578828795,38.0579507247578
31740151BLDG11#108,2014,151 SHORESIDE DR BLDG 11 #108,2014-09-05,Housing,Appealed-Housing,2015-02-03,False,23464850,-84.5316654708399,38.0502660609748
17860183-3,2014,183 ST WILLIAM DR,2014-09-18,Housing,Closed Out,2015-01-07,True,13574700,-84.4970137535663,38.0499134351222
13953611,2014,3611 NIAGARA DR,2014-04-02,Housing,Closed Out,2014-10-07,True,20279208,-84.4817901258451,37.9663323993582
25492204,2014,2204 STOREY CT,2014-10-07,Housing,Housing Closed w/Civil Penalty,2015-02-12,True,38023140,-84.5722423329603,38.0157423729602
19601175,2014,1175 VERSAILLES RD,2014-10-07,Housing,Reinspection,2014-12-09,False,12693950,-84.5078911540919,38.0778965693883
19130416-4,2014,416 TRANSYLVANIA PARK,2014-10-07,Housing,Housing w/Civil Penalty,2015-02-12,False,13485050,-84.4980788453833,38.0354752752002
19601718#F5-2,2014,1718 VERSAILLES RD#F5,2014-10-07,Housing,Complaint Received,2014-10-07,False,24168000,-84.5423458816134,38.0402966340828
20640318-2,2014,318 WILSON DOWNING RD,2014-10-07,Housing,Housing w/Civil Penalty,2015-01-12,False,24215100,-84.5170113267703,37.9830741232352
19601314-2,2014,1314 VERSAILLES RD,2014-10-06,Housing,Closed Out,2014-11-26,True,23460600,-84.4785674628475,38.0691398412014
19601195,2014,1195 VERSAILLES RD,2014-10-06,Housing,Reinspection,2014-12-09,False,12833575,-84.5197108109786,38.0531848609318
08530334,2014,334 GROSVENOR AVE,2014-10-06,Housing,Complaint Received,2014-10-06,False,41920912,-84.4713588325961,38.0351958504148
05580241-4,2014,241 DEVONIA AVE,2014-10-06,Housing,Closed Out,2014-11-04,True,15186750,-84.5368763816934,38.0538059885363
05580239-5,2014,239 DEVONIA AVE,2014-10-06,Housing,Closed Out,2014-11-04,True,42767600,-84.4745509396129,38.0337305092258
08880532-5,2014,532 HARRY ST,2014-10-06,Housing,Complaint Received,2014-10-06,False,15442475,-84.4879167593626,38.0533335632593
08880530-6,2014,530 HARRY ST,2014-10-06,Housing,Complaint Received,2014-10-06,False,15442425,-84.4879533151631,38.0532984766911
04590209-2,2014,209 CONN TER,2014-10-06,Housing,Complaint Received,2014-10-06,False,10765900,-84.5126280222523,38.0317123803318
06470546#1,2014,546 ELM TREE LN#1,2014-10-06,Housing,Complaint Received,2014-10-06,False,15602100,-84.4833497273474,38.0499361470969
00992209S,2013,2209 AZALEA DR,2013-04-04,Housing,Closed Out,2014-10-06,True,14388300,-84.5507820402075,38.0218320553185
00340340DEMO,2013,340 AMERICAN AVE,2013-04-02,Housing,Closed Out,2014-10-06,True,41313600,-84.5191485844774,38.0353088244254
00992205S3,2013,2205 AZALEA DR,2013-09-27,Housing,Closed Out,2014-10-06,True,10862700,-84.5506085856296,38.0219818102001
25904320-2,2014,4320 COBBLESTONE KNOLL DR,2014-06-03,Housing,Closed Out,2014-10-06,True,20147000,-84.3196600060931,38.0527397846908
32177959-3,2014,7959 OLD RICHMOND RD,2014-06-05,Housing,Closed Out,2014-10-06,True,19978410,-84.4102233113617,37.9421674042378
05672208-2224CONDEM,2014,2208-2224 DINSMORE DR,2014-06-25,Housing,Closed Out,2014-10-06,True,10003850,-84.5550540085839,38.0273221322994
31940295,2014,295 W NEW CIRCLE RD,2014-06-11,Housing,Closed Out,2014-10-06,True,38018350,-84.4823227502034,38.0708063174486
07370217#3-2,2014,217 W FOURTH ST#3,2014-09-22,Housing,Closed Out,2014-11-20,True,17072300,-84.4853250094325,38.0565746013368
32462000#2,2014,2000 CORNERSTONE DR #2,2014-09-12,Housing,Closed Out,2014-12-12,True,52034000,-84.4588239558745,38.067302708361
18751469-4,2014,1469 THAMES DR,2014-08-20,Housing,Closed Out,2014-10-06,True,17204100,-84.4779545786504,37.971864063717
14380271-3,2014,271 OSAGE CT,2014-08-27,Housing,Closed Out,2014-10-06,True,14316700,-84.4493208234366,38.0149087288143
20500520BRDUP-2,2014,520 WILDERNESS RD,2014-09-24,Housing,Closed Out,2014-10-06,True,24498200,-84.4509762310831,38.0272191306484
00160177BRDUP,2014,177 ALABAMA AVE,2014-09-22,Housing,Closed Out,2014-10-06,True,13844400,-84.4828431263768,38.0534537790987
16900408BRDUP,2014,408 E SEVENTH ST,2014-09-22,Housing,Closed Out,2014-10-06,True,16746600,-84.4813831664932,38.0490466400868
07020442-3,2014,442 E FIFTH ST AKA 469 RACE ST,2014-09-15,Housing,Closed Out,2014-10-06,True,13325700,-84.4840917254978,38.0481645773584
